translation_x	translation_y	translation_z	rotMatrix_11	rotMatrix_21	rotMatrix_31	rotMatrix_12	rotMatrix_22	rotMatrix_32	rotMatrix_13	rotMatrix_23	rotMatrix_33
-76.5203539106	-56.4210972768	657.4279872431	0.3045772471	-0.3943389257	-0.8670223086	-0.0439744699	0.9034800755	-0.426368381	0.9514710281	0.1679889978	0.2578386096
-76.5346673555	-55.8777816066	657.2847950506	0.3045114312	-0.3947195023	-0.8668753977	-0.0416812255	0.9037014558	-0.4261295208	0.9515981946	0.1658936368	0.2587350719
-76.7276989862	-56.3165566788	657.3995341585	0.3037295295	-0.395270059	-0.8668982317	-0.0434370084	0.9031904312	-0.427036574	0.9517689656	0.1673591058	0.2571562677
-76.7007930158	-55.9110168824	657.3458901466	0.3029391787	-0.3968337518	-0.8664618448	-0.0412081130	0.9028768467	-0.427919935	0.9521214041	0.1653384967	0.2571641197
-76.9264425007	-55.8775092898	657.4747077737	0.3025160983	-0.3964259644	-0.8667924523	-0.0404771660	0.9032403624	-0.4272216103	0.952283677	0.1643270371	0.2571984835
-77.0761783225	-55.8364814128	657.3984749709	0.3031715575	-0.3957334768	-0.8668788711	-0.0398021096	0.9036419219	-0.4264350868	0.9521027394	0.163787042	0.2582074013
-77.2628589852	-55.7587315417	657.4728077161	0.3019533198	-0.3958166291	-0.8672687625	-0.0396631756	0.9037279021	-0.4262661133	0.9524981907	0.163110886	0.2571843457
-77.3670988519	-55.5997974719	657.5858527769	0.3004202669	-0.3958651077	-0.8677760431	-0.0392745313	0.9038986156	-0.4259397781	0.9529962648	0.1620427263	0.2560019751
-77.6715561562	-55.7108178561	657.7526513026	0.2980213185	-0.3950356025	-0.8689811332	-0.0412278121	0.9041728923	-0.4251723051	0.9536673922	0.1625369726	0.2531762638
-77.7975451676	-55.3937520103	657.8766360292	0.2952874716	-0.3942617275	-0.8702671947	-0.0402634494	0.9049394285	-0.4236313531	0.9545607263	0.1601328727	0.2513429719
-78.0586989114	-55.3918172085	658.0256486252	0.2924860847	-0.3944358419	-0.8711356782	-0.0408849007	0.9049789178	-0.4234876501	0.955398121	0.1594800105	0.2485673978
-78.2216114131	-55.290507396	658.2205345214	0.2892874239	-0.3939580039	-0.8724125082	-0.0411755760	0.9054196435	-0.4225158887	0.956352944	0.1581510864	0.2457049464
-78.5375997802	-55.0139718239	658.2844598507	0.2845977375	-0.394586397	-0.8736756713	-0.0421010955	0.9053375933	-0.4226006965	0.957723919	0.1570538188	0.2410445470
-79.0926148687	-54.6937369169	658.7068678254	0.2777032464	-0.3924754207	-0.8768346023	-0.0428956611	0.9067616298	-0.419455841	0.9597060835	0.1540969726	0.2349750670
-79.4902392484	-54.50261922	659.1203255404	0.2695606035	-0.3913180029	-0.8798911567	-0.0449134329	0.9076098053	-0.4174055213	0.9619361261	0.1520346887	0.2270804789
-79.9316859287	-54.1437021416	659.5779044663	0.2609270118	-0.3889739578	-0.8835240745	-0.0472061535	0.9089936252	-0.4141282566	0.9642028528	0.1497649602	0.2188190279
-80.2956191133	-53.6745211373	660.1828529971	0.2505505061	-0.3876124843	-0.8871214684	-0.0491384511	0.910075095	-0.4115200235	0.9668574579	0.1466982565	0.2089731321
-80.6370241857	-53.1982916313	660.6762048655	0.241976553	-0.3850486752	-0.8906074565	-0.0498589001	0.9117396671	-0.4077312956	0.9689985424	0.1430663248	0.2014214625
-80.7058539294	-52.9005454089	661.0996957312	0.2355186477	-0.3848593523	-0.8924230553	-0.0498139295	0.9122639813	-0.4065624661	0.970594779	0.1402079546	0.1956838839
-81.0228543728	-52.7880636684	661.0934460978	0.2331292239	-0.3849976656	-0.8929885962	-0.0493556515	0.9124229144	-0.4062615214	0.9711929979	0.1387854889	0.1937106376
-80.8748934258	-52.7627697949	661.0349529619	0.2323533603	-0.3873307685	-0.8921804226	-0.0484077804	0.9115437843	-0.4083435525	0.9714255529	0.1380688267	0.1930503688
-81.2244342091	-52.6458491825	660.8608405024	0.2331491591	-0.3883567114	-0.8915270039	-0.0467012583	0.911263456	-0.4091673866	0.9713188756	0.1370323758	0.1943235769
-81.1635967825	-52.3797815162	660.6738711591	0.234387225	-0.3901747742	-0.8904088533	-0.0443126777	0.9106825214	-0.4107234479	0.9711337083	0.1357246576	0.1961626822
-81.1879209901	-52.3684884042	660.3534023388	0.2363912888	-0.3896128414	-0.8901230088	-0.0424747784	0.9110685767	-0.410060918	0.9707280991	0.1347426152	0.1988199438
-81.2309905154	-52.7008181653	660.1463719627	0.2395176059	-0.3916286233	-0.8884021522	-0.0418932088	0.9100159657	-0.4124510741	0.9699877898	0.1360073357	0.2015582614
-80.8546934882	-52.8201721981	659.8720864339	0.2431098209	-0.390954748	-0.8877244343	-0.0417465990	0.9101147158	-0.4122479328	0.9691013656	0.1372810851	0.2049367920
-80.8398813975	-53.1937460303	659.5935867664	0.2481233738	-0.3922594245	-0.885757828	-0.0406270978	0.9093332363	-0.4140802125	0.967875904	0.1387289243	0.2096904339
-80.338575662	-53.3525580654	659.3172650119	0.254320668	-0.3908605092	-0.8846204393	-0.0406475614	0.909565319	-0.4135683148	0.9662675948	0.1411364604	0.2154337872
-80.0681104255	-53.8347680665	658.8258886669	0.263019688	-0.3918514355	-0.8816272986	-0.0401053240	0.908574715	-0.415792460	0.9639531513	0.1447200462	0.2232575836
-79.4365758135	-54.6156118301	657.994355318	0.2755960407	-0.3904459285	-0.878407361	-0.0413971404	0.9081265843	-0.4166442434	0.9603821223	0.1511889544	0.2341127689
-78.520449973	-55.3216356306	657.1871794485	0.2880257184	-0.3904100304	-0.874422326	-0.0427694250	0.9069658673	-0.419026853	0.956663497	0.1580895893	0.2445317443
-77.939850574	-55.9462291735	656.6450335558	0.3003930622	-0.3885645306	-0.8710786628	-0.0429812862	0.9068166947	-0.4193280532	0.9528446839	0.1634035557	0.2557003757
-77.0538584796	-56.5357835042	655.8498378903	0.3119337067	-0.3881099672	-0.8672168744	-0.0450935789	0.9056854223	-0.4215450999	0.9490315502	0.1706005714	0.2650124271
-76.1658764474	-57.35587814	654.6767002859	0.3262432934	-0.3867769462	-0.8625393425	-0.0443448518	0.9051945267	-0.4226778656	0.944247938	0.1761444964	0.2781622024
-75.1241726661	-58.3397219212	653.4588511153	0.3429904817	-0.3855420386	-0.8565713458	-0.0452297119	0.9040515138	-0.4250236178	0.9382490983	0.1845216705	0.2926430804
-73.8724342928	-59.4674287477	651.8692544446	0.3621180529	-0.3827323533	-0.8499325763	-0.0452564757	0.9035219177	-0.4261453214	0.9310323256	0.1927802635	0.3098603996
-72.3009710512	-60.1988319599	649.898975979	0.3859088609	-0.3791692792	-0.8410175839	-0.0406673413	0.9037544699	-0.4261151686	0.9216431798	0.198643189	0.3333471577
-70.5609614326	-61.7111551788	647.9769336024	0.4102868671	-0.3760957418	-0.8307908025	-0.0426040773	0.9021007261	-0.4294171794	0.9109589591	0.2115795182	0.3540968064
-68.2926372331	-62.8108779177	645.6358045324	0.4394484141	-0.3674487013	-0.8196719429	-0.0409123883	0.9033710998	-0.4269036282	0.8973331334	0.2211372725	0.3819516859
-66.2295268625	-64.4516047703	643.1116405953	0.4690643606	-0.3627718313	-0.805217332	-0.0410964639	0.9017882936	-0.4302197106	0.8822071512	0.2348922066	0.4080881290
-63.728947921	-65.7580290625	640.773342602	0.4955767216	-0.355515139	-0.7924732901	-0.0413780852	0.9016943772	-0.4303895672	0.8675787111	0.2460818483	0.4321482596
-61.2572097627	-66.5431370252	638.187434879	0.5230965533	-0.3476154051	-0.7781620989	-0.0352460364	0.9034365483	-0.4272706225	0.8515459289	0.2509306818	0.4603325428
-58.84238163	-67.4314348661	635.8066253546	0.5483175123	-0.3420502042	-0.7631209433	-0.0313068170	0.9034907917	-0.4274627815	0.8356864669	0.2582756873	0.4846914479
-56.1544869958	-68.3568657955	633.6020088466	0.5740425008	-0.3321367367	-0.7484360841	-0.0299553890	0.9049086904	-0.4245501072	0.8182750132	0.2661300026	0.5095066409
-54.0731307367	-69.2956442123	631.8359480161	0.5974902148	-0.3257764579	-0.7327156396	-0.0271925120	0.904996552	-0.4245488984	0.8014131638	0.2735883719	0.5318678509
-52.0555755758	-70.0231009622	629.9153717529	0.6186810641	-0.3195493527	-0.7177167651	-0.0256045028	0.9048586641	-0.424941161	0.7852219229	0.281280596	0.5516368407
-49.7489000245	-70.7110376539	628.2224089564	0.6388730064	-0.3131800501	-0.7026783601	-0.0219068998	0.9056109424	-0.4235430679	0.7689984667	0.2859843582	0.5717094432
-47.9592214885	-71.769914579	626.9351979681	0.6549942757	-0.308326579	-0.6898674979	-0.0210710232	0.9051576808	-0.4245534176	0.7553399651	0.2926162096	0.5863763551
-45.3146058103	-72.1380511134	625.1152805443	0.6717761244	-0.3040878269	-0.6754570231	-0.0153527892	0.9059434354	-0.4231200768	0.7405915338	0.294612808	0.6039224064
-43.5993000177	-72.496513658	623.6576681334	0.6884623592	-0.2984233722	-0.6610297769	-0.0111943553	0.906944741	-0.4211007592	0.7251837933	0.2973121134	0.6210565869
-42.0768621012	-72.9969656046	622.240574257	0.7026478766	-0.2922234114	-0.6487638067	-0.0101906921	0.9075477715	-0.4198252838	0.7114669187	0.3016003876	0.6347086333
-40.4847963422	-73.3806321338	621.0200069722	0.7145712688	-0.2867614869	-0.6380866839	-0.00942092250	0.9080960651	-0.4186558303	0.6994983826	0.3051710877	0.6461977342
-39.0262152406	-73.8307983074	619.9562632685	0.7242065496	-0.2824082568	-0.6291061369	-0.00875042360	0.9084581625	-0.4178843481	0.6895305853	0.3081389992	0.6554402868
-38.2138846343	-73.6246666528	619.4304392446	0.7301246076	-0.2785567267	-0.6239626311	-0.00801079350	0.9095845404	-0.4154417916	0.6832708638	0.3083223087	0.6618787015
-37.3680473473	-73.5666493068	618.9776692625	0.7339645465	-0.2745223315	-0.6212319853	-0.00904153380	0.9106431381	-0.4130946306	0.6791243583	0.3088143295	0.6658975266
-37.2668176203	-73.8563464467	618.7028631849	0.7358045267	-0.2711346439	-0.6205477725	-0.0119922407	0.9109890173	-0.4122561968	0.6770891475	0.3107817999	0.6670583264
-36.9571728459	-73.8203316356	618.3042604468	0.7371623457	-0.269873651	-0.6194860529	-0.0109244353	0.9119022442	-0.4102620856	0.6756296491	0.3091971567	0.6692718231
-36.5826653414	-74.2267819621	617.9004307889	0.7397600889	-0.269165446	-0.6166882697	-0.0104188142	0.9118119638	-0.4104757353	0.6727896332	0.3100789706	0.6717176622
-36.1077295593	-74.3556967334	617.2531446816	0.7459757406	-0.2678449144	-0.6097372439	-0.00645684030	0.9126063275	-0.4087883612	0.6659419595	0.3088834683	0.6790526899
-35.3329587521	-73.9869429568	616.4782796475	0.7549011988	-0.2664019933	-0.5992934439	-9.00634853516595e-05	0.913741524	-0.4062960042	0.6558373664	0.3067672353	0.6897605900
-34.5204480599	-73.9936860853	615.7639735918	0.7644907322	-0.267251286	-0.5866230373	0.00712776120	0.9134619329	-0.4068616403	0.6445921181	0.3068610612	0.7002379839
-33.0707760152	-73.641760213	615.0912348388	0.7760545468	-0.264937762	-0.5723223933	0.0133967910	0.9142029969	-0.4050352106	0.6305279603	0.3066616437	0.7130208281
-31.9880862355	-74.1383563857	614.152013563	0.7891696188	-0.2634379179	-0.5548052522	0.0189980745	0.9133758169	-0.4066737799	0.6138790059	0.3103948824	0.7258131379
-30.7570006104	-74.7277865608	613.3936716276	0.8017828879	-0.2595163139	-0.5383250671	0.0216916236	0.9128347697	-0.4077525277	0.5972202742	0.3152519897	0.7375245950
-29.0445794753	-74.5074460984	612.5472785916	0.8152382827	-0.2520831807	-0.5213861458	0.0241916569	0.914332225	-0.4042417711	0.5786227009	0.3169399059	0.7514970070
-27.5578378209	-74.90765613	611.4681218677	0.8296324777	-0.2442695777	-0.5020341284	0.0265069053	0.9154287418	-0.4016061048	0.5576766371	0.3198786991	0.7659441053
-25.4591182679	-74.9727372473	610.4803786761	0.8439713916	-0.2352409827	-0.4820535932	0.0285194156	0.9171087348	-0.3976156482	0.5356310582	0.3218283864	0.7807224636
-23.1942021794	-75.5513122713	609.2563174297	0.8596808201	-0.2251609288	-0.4585368126	0.0293986696	0.9179393496	-0.3956300764	0.5099894109	0.3266348151	0.7957543806
-20.7920261898	-76.0233689001	608.2115859244	0.8762525111	-0.215721096	-0.4308633142	0.0330362456	0.9189790139	-0.3929199406	0.480715474	0.3300634466	0.8123841749
-18.6008595768	-76.3752440872	607.1839025292	0.8898776389	-0.2070961909	-0.4064807992	0.0350890740	0.9194534415	-0.3916299457	0.4548452516	0.3342402403	0.8254677456
-16.0621494253	-76.4338513894	606.2726223804	0.9032863739	-0.1959109308	-0.3816932343	0.0351025428	0.9204204038	-0.3893507853	0.4275963214	0.3382971355	0.8382801146
-13.7973475605	-76.8910788574	605.3656573297	0.9155826713	-0.185528251	-0.3567661776	0.0354404253	0.9209843733	-0.3879840851	0.4005580947	0.3425881065	0.8498124036
-11.3985712969	-77.4517757463	604.5122980299	0.9275140605	-0.1743278383	-0.3306476492	0.0353141408	0.9214954718	-0.3867803728	0.3721168918	0.347067429	0.8608563056
-8.8132252141	-77.9640637082	603.7579119916	0.9381002801	-0.1649216234	-0.3045773091	0.0364270447	0.9214627205	-0.386755101	0.3444409166	0.3517203011	0.8704320231
-6.8111210172	-78.0879440714	603.0062313415	0.9468880443	-0.1546326589	-0.2819401267	0.0362763927	0.922557172	-0.3841513	0.3195082309	0.353520867	0.8791677873
-4.6341025787	-78.4744490695	602.5762858298	0.9541400229	-0.1468560693	-0.2608582014	0.0372321209	0.9228502461	-0.3833550998	0.2970310851	0.3560624595	0.8859960423
-2.9016809933	-78.7459564771	602.2779944964	0.9599427634	-0.1414689377	-0.2418572979	0.0395526105	0.9229533838	-0.3828741484	0.2773878138	0.3579713349	0.8915778511
-1.4604345547	-78.9485397685	602.0056538396	0.9644799248	-0.1364224847	-0.2261930797	0.0410195391	0.9232752654	-0.3819425882	0.2609440366	0.3590978251	0.8960763968
-0.4918218292	-79.223219405	601.71948099	0.9679377104	-0.1321128137	-0.2136526182	0.0419058874	0.9235341222	-0.3812199785	0.2476795221	0.3600436391	0.8994598691
0.5060315265	-79.0501661133	601.3455095897	0.970951678	-0.1277795867	-0.2022923126	0.0427449168	0.9244919757	-0.3787972723	0.2354201892	0.3591473662	0.9030988494
1.8931081396	-79.0278173703	601.2379941061	0.974190537	-0.1244810121	-0.1882890981	0.0451797989	0.9248380727	-0.3776681372	0.221149451	0.3594144432	0.9065923899
3.1200688676	-79.0208451076	600.9842140264	0.9773503083	-0.1220820844	-0.1728606858	0.0491946653	0.9255173094	-0.3754963803	0.2058269458	0.3584880571	0.9105603268
4.7215183517	-79.1321041526	600.8397119364	0.9806565316	-0.118749701	-0.1556108469	0.0526944313	0.9257706049	-0.3743956544	0.1885193181	0.3589536423	0.9141204552
6.3525586546	-79.1976047414	600.5872613155	0.9840090202	-0.1139464381	-0.1368864042	0.0552426372	0.9259264583	-0.3736420587	0.1693219312	0.3601054678	0.9174146253
8.2794229384	-79.267036148	600.3630005244	0.9873184003	-0.1090668651	-0.1153735173	0.0588790437	0.9264026145	-0.3719025895	0.1474445678	0.3603927366	0.9210762045
10.3146901771	-79.3634431835	600.1795411284	0.9901225675	-0.103590991	-0.0944843528	0.0615523399	0.9266246947	-0.3709151103	0.125974994	0.3614354803	0.9238483387
11.5038262393	-79.7264409031	600.1493154178	0.992071138	-0.1002592094	-0.0757684165	0.0651063121	0.9257436033	-0.372504827	0.107489180	0.3646189305	0.9249308641
13.5587058854	-79.9869297131	600.1178779863	0.9936678166	-0.0962703695	-0.0579309649	0.0677601145	0.9247493945	-0.3744958141	0.0896244763	0.3681990847	0.9254169899
13.676417608	-79.7999855194	600.1078424242	0.9947547851	-0.0904669749	-0.0477506176	0.0661390350	0.9248885506	-0.3744419867	0.0780386334	0.369319793	0.9260207049
15.9637298729	-80.1759986965	600.4962770583	0.9958170183	-0.0867951034	-0.0285816916	0.0697209348	0.9238517517	-0.3763468418	0.0590703081	0.3727798193	0.9260387374
16.7808120099	-80.7443545317	600.6465471359	0.9963055288	-0.0839139065	-0.0181519698	0.0707166175	0.9219766582	-0.3807336167	0.0486845510	0.3780439774	0.9245044060
16.686073069	-80.4934823372	600.655191777	0.9967872802	-0.0792052854	-0.0118175378	0.0687719125	0.9222472281	-0.3804344714	0.0410311234	0.3784000422	0.9247312842
17.542463677	-80.6563965661	601.1283749369	0.997029914	-0.0769157453	-0.00338584630	0.0698078506	0.921693056	-0.3815870227	0.0324707754	0.3802179739	0.9243247179
17.7988178293	-80.4913508641	601.332949916	0.9973429862	-0.0728385754	0.00172647230	0.0679787225	0.9217491321	-0.3817819721	0.0262170754	0.3808846957	0.9242515612
18.5209534051	-80.6612949862	601.6646029478	0.9975138245	-0.0698738183	0.00909927660	0.0680412756	0.9215864729	-0.3821632429	0.0183174360	0.3818323024	0.9240495375
19.2173545738	-80.3703678643	601.8407794867	0.9978257732	-0.0637415492	0.0167058965	0.0652905676	0.9221395725	-0.3813079017	0.008899992	0.381569771	0.9242963115
20.2563478913	-80.1310389059	602.0660746984	0.9979113225	-0.0583637489	0.0276754513	0.0645008639	0.9232627434	-0.3787156651	-0.003448449	0.3797096532	0.9250988782
21.1475382885	-80.11326953	602.1493807537	0.9978483973	-0.0527693752	0.0389504946	0.0635945529	0.9237248471	-0.3777409238	-0.0160463949	0.3794048546	0.9250932870
22.9204017505	-79.8887411944	602.5399799109	0.9974449208	-0.0463477317	0.0543904624	0.0634350948	0.9247188351	-0.375328010	-0.0329002889	0.3778190097	0.9252962412
24.0499723126	-79.9797318933	602.6944764374	0.9968509559	-0.0400011574	0.0684513062	0.0628443327	0.925043110	-0.3746275317	-0.0483348687	0.3777498502	0.9246438938
25.9520138028	-80.0370856179	603.2805745469	0.995673883	-0.0332947983	0.0867264545	0.0635771966	0.9249117844	-0.3748280093	-0.0677344846	0.3787208523	0.9230271651
26.7419515058	-80.0075255835	603.6192741614	0.9945144645	-0.0258566010	0.1013321078	0.0623038883	0.9247180111	-0.375519254	-0.0839939587	0.3797734073	0.9212562427
28.2092468431	-80.291849001	604.0286365296	0.9926917491	-0.0191169588	0.1191495356	0.0631324319	0.9237418131	-0.3777768263	-0.1028414605	0.3825383056	0.9181977373
30.687075552	-80.6582932971	604.9021206869	0.9899104315	-0.0134657013	0.1410369413	0.0667031979	0.9225382474	-0.3800970408	-0.1249936869	0.3856702214	0.9141283038
32.1979489387	-80.3199677282	605.3089616362	0.9868949698	-0.00240747460	0.1613421374	0.0644811355	0.9224671944	-0.3806526254	-0.1479164126	0.3860679037	0.9105334199
34.2978248734	-80.5744914463	605.8263356429	0.9824831779	0.00906473730	0.1861331509	0.0640720784	0.9214928236	-0.3830740909	-0.1749928302	0.3882897173	0.9047704185
36.9859741251	-80.222429161	606.6980917128	0.9764030144	0.0214417109	0.2148840205	0.0636791118	0.9222258526	-0.3813717607	-0.2063488598	0.3860562837	0.8990986822
39.9741920469	-79.9196038507	607.4341671832	0.9682518065	0.0369991097	0.2472188386	0.0622291801	0.9221729501	-0.3817387715	-0.2421025083	0.3850040254	0.8905930755
43.8381958586	-79.6404803232	608.2486153052	0.9571735016	0.0550885490	0.2842226267	0.0604959801	0.9219998574	-0.3824348556	-0.283120991	0.3832513347	0.8791810838
47.2985745599	-79.5042782064	609.4689843936	0.9428562257	0.0722814550	0.3252708969	0.0617541107	0.921369310	-0.3837513678	-0.3274327392	0.3819086932	0.8642552293
51.1921633254	-79.2455674927	610.7790941472	0.9255878608	0.0900128668	0.367677213	0.0629871580	0.9211509231	-0.3840750573	-0.3732579081	0.3786538375	0.8469365307
55.1099308521	-78.8125374113	612.1786769254	0.9059645517	0.1074233263	0.4094953261	0.0645932950	0.920871246	-0.3844785919	-0.4183944318	0.3747750109	0.8273377910
59.0439387389	-78.4802302485	613.6978397486	0.8848570986	0.1253695335	0.4486778617	0.0651827180	0.9203168891	-0.3857046518	-0.461281431	0.3705393141	0.8061770586
62.7381979054	-78.0017347923	615.313770789	0.8622293879	0.1442404005	0.4855431585	0.0641131261	0.9198064073	-0.3870989228	-0.5024409984	0.3648983334	0.7838362818
66.1804044064	-77.6305651755	617.0370926561	0.837933974	0.1619400104	0.5211917696	0.0644190375	0.9189430284	-0.3890936263	-0.5419553622	0.3596097059	0.7595815059
69.7309264927	-76.9449739877	618.9001349266	0.8127768375	0.1783873514	0.5545873637	0.0647918230	0.9183797443	-0.3903594913	-0.5789569845	0.353208540	0.7348795825
73.3749698793	-76.5406851522	620.8518152452	0.7870272192	0.1923147817	0.5861771232	0.0681758013	0.9172364332	-0.3924658089	-0.6131399952	0.3488442238	0.7087788529
76.3724479006	-75.9198029839	622.4083029631	0.7640661219	0.203922664	0.6120641636	0.0703284247	0.916747044	-0.3932288066	-0.6412962892	0.3434977301	0.6861139423
79.0043629186	-75.3895514551	624.152801416	0.7423528185	0.2137289568	0.6350044602	0.0728017723	0.9164142064	-0.3935541178	-0.6660410106	0.3383857714	0.6647427557
81.4598816661	-74.9595608755	625.5433059036	0.7234673142	0.2231529723	0.6532988334	0.0746970368	0.9154575966	-0.3954210379	-0.686306766	0.3348734172	0.6456348435
83.5662756889	-74.7820666026	627.0907969656	0.7044349537	0.2325599439	0.6705853744	0.0772612853	0.9140575884	-0.3981574186	-0.7055491093	0.3322866883	0.6259261398
85.6966322219	-74.4851939798	628.4411847019	0.6874978129	0.2416505252	0.6848027375	0.0779362075	0.9130102537	-0.4004226902	-0.7219942811	0.3286602032	0.6088593395
87.3688404956	-73.8514066242	630.000892809	0.6699920409	0.249512961	0.6991817137	0.0784626086	0.9127492133	-0.4009146214	-0.7382109566	0.323469052	0.5919573127
89.1990112631	-73.7400227467	631.1882387126	0.6550119593	0.255397804	0.7111495384	0.0802304042	0.9123195931	-0.4015421919	-0.7513486603	0.3200703642	0.5770896649
90.9800014665	-72.925067173	632.4110550249	0.6394111184	0.2627026687	0.7225914498	0.0778828926	0.9128532467	-0.4007906156	-0.7649087051	0.3125478733	0.5632283865
92.4305622306	-72.2915912494	633.6595779788	0.6251165016	0.2683758708	0.7329404986	0.0765755765	0.9134120666	-0.3997680644	-0.7767647914	0.3060272598	0.5504378474
93.8821391398	-71.625936216	634.9732903234	0.612112055	0.2734402839	0.7419909591	0.0752533782	0.9139110648	-0.398877855	-0.7871830264	0.2999950638	0.5388387217
95.1739510149	-71.0470021871	635.9386613869	0.6015832011	0.2783932094	0.7487296435	0.0736562954	0.9139801277	-0.3990176935	-0.7954078347	0.295190817	0.5293297207
96.0279093391	-69.7680789043	636.8336309188	0.5916636445	0.2853413265	0.7539969321	0.0683407703	0.9141491336	-0.3995757632	-0.8032811105	0.2879436273	0.5213682594
97.0390813089	-69.4165778882	637.6381277874	0.5841829266	0.2907332024	0.7577628924	0.0660114642	0.9135271098	-0.4013859853	-0.8089331761	0.2845038716	0.5144752212
97.9584674365	-68.815454262	638.4237132244	0.5765005988	0.2959452943	0.7616167952	0.0630469430	0.9132134664	-0.4025743752	-0.8146586954	0.2801024375	0.5078095575
98.8725764053	-68.3812948745	639.2484386595	0.5683607443	0.3006037928	0.765898058	0.0610561065	0.9128934875	-0.4036056254	-0.8205087262	0.2761568269	0.5004990030
100.1104618847	-67.5368800902	640.3176487501	0.5567264489	0.3056718846	0.7724129794	0.0581189944	0.9132260792	-0.4032869495	-0.8286611602	0.2694121878	0.4906518177
101.1059840695	-67.1033815359	641.4403839903	0.5427118468	0.3104585649	0.7804364518	0.0576203981	0.9132286408	-0.403352702	-0.8379412252	0.2638731254	0.4777313093
102.6530249714	-66.2926140266	642.7485469318	0.5241384033	0.3170520091	0.7904150204	0.0575550944	0.9128083406	-0.4043121394	-0.8496853951	0.2574080648	0.4601899186
103.834196236	-65.369665084	644.4562787251	0.5022146011	0.3231723902	0.8020868368	0.0568776035	0.9131879281	-0.403550320	-0.8628723509	0.2482892487	0.4402351247
104.8971539513	-64.3739322825	646.0124374357	0.4778259771	0.3340746451	0.8124522327	0.0540588583	0.9119286474	-0.4067724998	-0.8767908432	0.2382864456	0.4176835734
106.8765418806	-63.450196666	648.2541920027	0.4511109141	0.3432780527	0.8238070001	0.0538283911	0.9109211149	-0.4090540145	-0.8908424469	0.2288730591	0.3924483317
107.8981899987	-61.940546262	650.3707515122	0.4226763672	0.358640974	0.8322965027	0.0500373078	0.9077315862	-0.4165566864	-0.9048961118	0.2177149708	0.3657311598
109.3887375947	-60.9520634384	652.4613619769	0.4005112334	0.3680844572	0.839108302	0.0501753342	0.9055821984	-0.421192629	-0.9149160044	0.2107951309	0.3442270249
110.6095469417	-61.3189027918	653.9308716691	0.3858648187	0.3753772254	0.8427331291	0.0539243581	0.9027388733	-0.426795773	-0.9209773706	0.2101294526	0.3280931591
111.3730544966	-60.5520297358	655.5892149937	0.3722315982	0.3812242155	0.8462348252	0.0539377839	0.9013266495	-0.4297686253	-0.9265722048	0.2056173032	0.3149399200
111.9011323618	-60.624752504	656.5736214358	0.3655138873	0.3856905016	0.8471385284	0.0554596994	0.8994712656	-0.4334463291	-0.9291529069	0.2054125719	0.3073789824
112.1249848971	-60.4490409364	657.3627132498	0.3611835247	0.3897369526	0.847143152	0.0558766001	0.8977916461	-0.4368615051	-0.9308191044	0.2051226456	0.3024903893
112.5664812636	-60.15553901	657.8997275909	0.3585372147	0.393869624	0.8463568863	0.0558369062	0.8959612842	-0.4406083839	-0.9318452539	0.2052321854	0.2992430759
112.7954421937	-59.9830422343	658.4054619754	0.3557950725	0.3952279812	0.8468783987	0.0568120496	0.8953531385	-0.4417183073	-0.9328346553	0.2052742778	0.2961084872
113.0079053446	-59.7385609906	659.0081158022	0.351694323	0.3977488362	0.8474111067	0.0575878776	0.8943361002	-0.4436738726	-0.9343411009	0.204838340	0.2916273887
113.1337038649	-59.5181712174	659.6162854305	0.3467399316	0.3989539315	0.8488869228	0.0580587578	0.8941685327	-0.4439503733	-0.9361637097	0.2032204117	0.2868812338
113.4243676762	-58.9440838985	660.5154742925	0.3383415309	0.4026349363	0.8505347193	0.0584002776	0.8931141284	-0.4460229911	-0.9392090174	0.2005796656	0.2786635807
113.7703875022	-58.5086020738	661.5560188178	0.3287315569	0.4034498316	0.853909091	0.0594956165	0.8935183064	-0.4450675668	-0.9425458267	0.1971119397	0.2697240935
114.4325278323	-57.9929562731	662.24650809	0.3196376417	0.4066928884	0.8558234286	0.0584845864	0.8930152302	-0.4462100629	-0.9457338111	0.192677885	0.2616560520
114.6741607287	-57.6621630832	663.129574845	0.3107641034	0.4083300682	0.8583082694	0.05847571	0.8930949061	-0.4460517003	-0.9486870762	0.1888069613	0.2536644581
115.2212628385	-57.0328493177	663.8396084068	0.3029133429	0.4121116124	0.8593036276	0.0564641815	0.8923235806	-0.4478505806	-0.9513413047	0.1841802992	0.2470270549
115.5089647125	-56.6858520738	664.4656576597	0.2975249919	0.415288603	0.8596584484	0.0550989418	0.8914665075	-0.4497237769	-0.9531218718	0.1811705024	0.2423515623
115.5133840896	-56.4478440475	664.8965228784	0.2941065978	0.4186875482	0.8591850614	0.0552725207	0.8899895926	-0.4526182721	-0.9541713763	0.1806076475	0.2386098345
115.7245984261	-56.5503637336	665.1125564614	0.2944525918	0.4187005486	0.859063298	0.0567045786	0.8896760582	-0.4530576394	-0.9539835499	0.1821165995	0.2382252239
115.6384706714	-56.6386539075	665.2190140112	0.2952885407	0.4196973278	0.8582895619	0.0568012161	0.8890464638	-0.4542798179	-0.9537193178	0.1828952733	0.2386859800
115.2587844155	-56.6240815156	665.1500842693	0.2971653808	0.4199736159	0.8575051613	0.0551381207	0.889028149	-0.4545203538	-0.9532327818	0.182348914	0.2410318390
